"Medicare Part D Opioid Prescribing Rates from Calendar Year 2016,",,,,,,,,,,,
by ZIP Code,,,,,,,,,,,
,,,,,,,,,,,
,,,Calendar Year 2016,,,,,,,Change in Opioid Prescribing Rates 2013 to 2016,
State Name,State Abbreviation,ZIP Code,Part D Prescribers,Part D Opioid Prescribers,Opioid Claims,Extended Release Opioid Claims,Overall Claims,Opioid Prescribing Rate,Extended Release Opioid Prescribing Rate,Change in Opioid Prescribing Rate,Change in Extended Release Opioid Prescribing Rate 
Colorado,CO,80815,1,1,354,29,"4,403",8.04,8.19,-0.64,4.25
Colorado,CO,80817,33,19,"1,575",22,"31,560",4.99,1.40,-1.05,-0.07
Colorado,CO,80821,5,5,"1,176",103,"17,398",6.76,8.76,0.74,-0.87
Colorado,CO,80828,12,8,"1,055",126,"11,231",9.39,11.94,0.31,2.43
Colorado,CO,80829,1,0,0,0,185,0.00,0.00,-7.41,0.00
Colorado,CO,80831,14,8,664,56,"9,294",7.14,8.43,-2.49,8.43
Colorado,CO,80836,1,0,0,0,64,0.00,0.00,0.00,0.00
Colorado,CO,80840,25,7,789,58,"10,263",7.69,7.35,2.35,7.35
Colorado,CO,80863,27,16,"3,382",424,"45,228",7.48,12.54,-1.64,-1.07
Colorado,CO,80903,71,33,"7,633","1,009","66,189",11.53,13.22,2.35,4.74
Colorado,CO,80904,30,14,"6,612","1,079","48,837",13.54,16.32,-5.01,1.03
Colorado,CO,80905,36,10,"1,573",383,"17,784",8.85,24.35,0.10,0.50
Colorado,CO,80906,127,54,"7,624",530,"139,251",5.48,6.95,-0.26,-0.28
Colorado,CO,80907,351,167,"19,234","1,750","245,055",7.85,9.10,-0.81,0.88
Colorado,CO,80908,3,1,25,0,217,11.52,0.00,11.52,0.00
Colorado,CO,80909,352,201,"19,153","1,732","286,228",6.69,9.04,0.14,2.38
Colorado,CO,80910,188,86,"14,187",995,"215,680",6.58,7.01,-0.48,1.20
Colorado,CO,80911,13,9,"1,555",223,"15,707",9.90,14.34,2.66,6.97
Colorado,CO,80913,65,14,758,29,"14,704",5.16,3.83,0.08,0.34
Colorado,CO,80914,11,1,13,0,"1,249",1.04,0.00,-6.15,0.00
Colorado,CO,80915,7,4,136,0,431,31.55,0.00,7.03,0.00
Colorado,CO,80916,7,0,0,0,141,0.00,0.00,0.00,0.00
Colorado,CO,80917,93,54,"9,190","1,418","72,417",12.69,15.43,4.24,4.68
Colorado,CO,80918,129,61,"7,117",588,"90,498",7.86,8.26,-1.43,-2.90
Colorado,CO,80919,46,20,"4,451",643,"41,278",10.78,14.45,0.05,-2.43
Colorado,CO,80920,262,154,"19,029","1,776","216,109",8.81,9.33,-0.12,2.42
Colorado,CO,80921,22,7,143,0,"1,171",12.21,0.00,-1.78,0.00
Colorado,CO,80922,35,21,"3,918",228,"67,604",5.80,5.82,-0.04,0.95
Colorado,CO,80923,69,24,"1,708",60,"27,233",6.27,3.51,-1.25,-0.36
Colorado,CO,80924,25,11,264,0,"19,541",1.35,0.00,-3.64,-6.10
Colorado,CO,81001,53,22,"4,250",157,"91,309",4.65,3.69,-1.85,-1.26
Colorado,CO,81003,265,146,"18,734","1,452","272,874",6.87,7.75,-2.53,-1.24
Colorado,CO,81004,194,114,"27,183","2,829","334,377",8.13,10.41,-0.73,2.87
Colorado,CO,81005,37,15,"1,318",43,"14,022",9.40,3.26,1.12,2.74
Colorado,CO,81007,19,13,"2,079",69,"40,442",5.14,3.32,-9.02,-17.86
Colorado,CO,81008,133,78,"17,013","1,012","178,166",9.55,5.95,1.26,0.98
Colorado,CO,81019,5,3,696,61,"10,483",6.64,8.76,-0.24,-1.48
Colorado,CO,81023,1,0,0,0,21,0.00,0.00,0.00,0.00
Colorado,CO,81036,1,1,22,0,556,3.96,0.00,-5.12,-8.78
Colorado,CO,81038,2,0,0,0,170,0.00,0.00,0.00,0.00
Colorado,CO,81039,1,0,0,0,104,0.00,0.00,-44.90,0.00
Colorado,CO,81047,1,1,142,0,"2,603",5.46,0.00,,
Colorado,CO,81050,47,32,"6,154",677,"97,896",6.29,11.00,-0.37,1.99
Colorado,CO,81052,34,23,"3,059",225,"50,988",6.00,7.36,-0.18,3.72
Colorado,CO,81054,2,1,200,30,"4,203",4.76,15.00,-2.69,5.13
Colorado,CO,81055,2,2,102,0,"1,092",9.34,0.00,-0.30,-14.06
Colorado,CO,81063,1,1,213,0,"5,228",4.07,0.00,0.07,0.00
Colorado,CO,81067,8,6,948,79,"21,605",4.39,8.33,-2.24,3.50
Colorado,CO,81073,7,7,"1,538",56,"18,681",8.23,3.64,0.61,-1.24
Colorado,CO,81082,34,20,"5,470",366,"68,906",7.94,6.69,-1.47,0.49
Colorado,CO,81089,25,21,"2,387",38,"35,142",6.79,1.59,-0.87,-4.42
Colorado,CO,81090,4,3,119,0,"4,260",2.79,0.00,2.08,0.00
Colorado,CO,81092,1,1,37,0,614,6.03,0.00,1.00,0.00
Colorado,CO,81101,87,46,"6,710",492,"86,309",7.77,7.33,-0.82,1.44
Colorado,CO,81120,1,0,0,0,73,0.00,0.00,-5.69,0.00
Colorado,CO,81122,3,0,0,0,"1,865",0.00,0.00,0.00,0.00
Colorado,CO,81125,2,1,190,0,"1,392",13.65,0.00,-42.06,0.00
Colorado,CO,81130,2,1,50,21,407,12.29,42.00,4.82,42.00
Colorado,CO,81131,2,0,0,0,110,0.00,0.00,-1.89,0.00
Colorado,CO,81132,23,17,"3,011",192,"35,654",8.45,6.38,-0.06,2.94
Colorado,CO,81137,6,5,330,25,"5,358",6.16,7.58,-0.04,7.58
Colorado,CO,81140,15,11,"2,423",74,"26,812",9.04,3.05,-1.01,-1.52
Colorado,CO,81144,9,6,911,46,"13,229",6.89,5.05,-1.06,3.24
Colorado,CO,81147,39,26,"2,167",182,"37,534",5.77,8.40,-2.05,4.26
Colorado,CO,81152,2,2,323,42,"4,454",7.25,13.00,0.21,13.00
Colorado,CO,81154,1,1,24,0,90,26.67,0.00,,
Colorado,CO,81201,54,30,"4,799",548,"60,647",7.91,11.42,-1.15,2.12
Colorado,CO,81211,16,11,"1,514",60,"22,119",6.84,3.96,1.99,0.92
Colorado,CO,81212,83,52,"7,647",579,"135,337",5.65,7.57,-0.82,3.64
Colorado,CO,81220,1,1,127,0,491,25.87,0.00,7.74,-15.76
Colorado,CO,81224,3,1,13,0,430,3.02,0.00,-7.39,0.00
Colorado,CO,81226,5,5,"1,427",87,"28,642",4.98,6.10,-0.25,2.40
Colorado,CO,81230,33,22,"1,455",149,"19,181",7.59,10.24,-2.48,2.71
Colorado,CO,81235,3,1,147,12,"2,736",5.37,8.16,3.96,8.16
Colorado,CO,81240,2,1,115,11,"2,506",4.59,9.57,-3.02,-7.10
Colorado,CO,81252,5,3,"1,265",202,"5,050",25.05,15.97,21.60,15.97
Colorado,CO,81301,235,125,"8,772",387,"148,802",5.90,4.41,-0.67,-0.26
Colorado,CO,81303,36,15,887,0,"27,948",3.17,0.00,-0.80,-3.52
Colorado,CO,81321,51,38,"3,407",170,"49,293",6.91,4.99,-0.17,-0.81
Colorado,CO,81323,3,3,"2,295",216,"21,037",10.91,9.41,0.32,3.07
Colorado,CO,81324,2,2,39,0,351,11.11,0.00,3.55,-15.70
Colorado,CO,81328,2,1,30,0,390,7.69,0.00,-1.80,0.00
Colorado,CO,81334,4,1,12,0,"1,250",0.96,0.00,-0.48,0.00
Colorado,CO,81401,145,85,"14,022","1,001","194,427",7.21,7.14,0.02,2.61
Colorado,CO,81413,8,6,"1,280",93,"21,511",5.95,7.27,-1.05,-0.79
Colorado,CO,81415,1,1,18,0,437,4.12,0.00,4.12,0.00
Colorado,CO,81416,53,35,"4,602",162,"81,280",5.66,3.52,-2.10,-2.66
Colorado,CO,81418,2,2,593,52,"2,921",20.30,8.77,-34.58,8.77
Colorado,CO,81419,4,1,208,0,"2,947",7.06,0.00,7.06,0.00
Colorado,CO,81422,2,2,195,0,"3,667",5.32,0.00,-1.22,0.00
Colorado,CO,81423,5,4,213,0,"3,489",6.10,0.00,-1.04,0.00
Colorado,CO,81425,13,8,243,0,"6,480",3.75,0.00,-3.69,-3.21
Colorado,CO,81428,6,1,"1,403",194,"17,285",8.12,13.83,0.90,3.12
Colorado,CO,81432,6,4,591,65,"7,921",7.46,11.00,-0.77,3.81
Colorado,CO,81435,11,7,307,0,"5,068",6.06,0.00,-1.17,0.00
Colorado,CO,81501,270,123,"10,428",593,"189,325",5.51,5.69,-0.60,0.16
Colorado,CO,81503,4,0,0,0,202,0.00,0.00,-0.97,0.00
Colorado,CO,81504,13,10,"1,745",157,"18,526",9.42,9.00,2.80,2.27
Colorado,CO,81505,115,75,"8,410",569,"67,085",12.54,6.77,1.84,2.66
Colorado,CO,81506,179,93,"13,826",890,"256,443",5.39,6.44,-0.72,-1.72
Colorado,CO,81507,5,1,62,0,"1,791",3.46,0.00,-4.80,0.00
Colorado,CO,81520,6,6,"1,424",105,"25,774",5.52,7.37,-0.97,0.41
Colorado,CO,81521,38,26,"6,327",591,"79,959",7.91,9.34,-1.99,-2.09
Colorado,CO,81526,1,1,13,0,54,24.07,0.00,9.00,0.00
Colorado,CO,81601,112,59,"3,950",137,"80,124",4.93,3.47,-0.95,-4.62
Colorado,CO,81611,43,20,"1,251",132,"17,758",7.04,10.55,-0.95,1.72
Colorado,CO,81612,1,0,0,0,69,0.00,0.00,0.00,0.00
Colorado,CO,81615,5,0,0,0,394,0.00,0.00,0.00,0.00
Colorado,CO,81620,34,14,548,39,"18,091",3.03,7.12,-0.71,7.12
Colorado,CO,81621,28,19,"1,179",44,"24,021",4.91,3.73,-1.49,-1.45
Colorado,CO,81623,21,12,768,17,"11,741",6.54,2.21,1.27,2.21
Colorado,CO,81624,4,3,568,70,"4,624",12.28,12.32,-0.28,-2.50
Colorado,CO,81625,36,22,"2,707",173,"31,575",8.57,6.39,0.88,-0.48
Colorado,CO,81631,17,6,555,37,"12,051",4.61,6.67,-1.54,-8.71
Colorado,CO,81632,33,12,362,26,"6,770",5.35,7.18,-2.75,-2.92
Colorado,CO,81635,5,3,998,66,"11,139",8.96,6.61,2.08,-4.66
Colorado,CO,81637,1,0,0,0,17,0.00,0.00,0.00,0.00
Colorado,CO,81641,9,7,"1,022",0,"11,408",8.96,0.00,1.67,0.00
Colorado,CO,81647,4,1,163,25,"2,063",7.90,15.34,-2.22,4.23
Colorado,CO,81648,7,5,144,0,"2,666",5.40,0.00,-0.99,0.00
Colorado,CO,81650,52,31,"2,797",210,"43,436",6.44,7.51,-1.79,-2.18
Colorado,CO,81655,1,0,0,0,19,0.00,0.00,,
Colorado,CO,81656,1,1,20,0,787,2.54,0.00,-15.40,-25.45
Colorado,CO,81657,63,33,"1,499",73,"10,622",14.11,4.87,6.23,3.59
Connecticut,CT,06001,125,45,"3,496",148,"115,624",3.02,4.23,-0.07,2.52
Connecticut,CT,06002,143,60,"6,345",257,"246,331",2.58,4.05,-0.82,-0.27
Connecticut,CT,06010,202,102,"10,914",577,"282,639",3.86,5.29,-0.01,2.81
Connecticut,CT,06013,4,2,129,28,"2,650",4.87,21.71,2.32,21.71
Connecticut,CT,06018,7,2,970,72,"19,845",4.89,7.42,0.00,3.36
Connecticut,CT,06019,16,3,933,11,"44,485",2.10,1.18,0.77,1.18
Connecticut,CT,06021,1,0,0,0,28,0.00,0.00,0.00,0.00
Connecticut,CT,06026,10,8,464,0,"20,030",2.32,0.00,-0.01,-3.08
Connecticut,CT,06029,18,7,358,0,"11,899",3.01,0.00,-0.53,-8.87
Connecticut,CT,06032,268,93,"14,207","1,355","186,623",7.61,9.54,0.64,-0.12
Connecticut,CT,06033,159,59,"7,068",207,"215,691",3.28,2.93,0.56,0.65
Connecticut,CT,06035,14,6,610,0,"24,347",2.51,0.00,-1.20,-1.83
Connecticut,CT,06037,32,14,"1,728",22,"54,743",3.16,1.27,-0.50,-1.86
Connecticut,CT,06039,3,0,0,0,"2,116",0.00,0.00,-4.01,-7.30
Connecticut,CT,06040,314,130,"9,718",386,"340,758",2.85,3.97,-0.53,1.09
Connecticut,CT,06042,59,24,"1,552",100,"48,027",3.23,6.44,0.12,2.80
Connecticut,CT,06043,2,2,838,124,"10,414",8.05,14.80,1.75,6.35
Connecticut,CT,06051,88,41,"5,212",253,"212,839",2.45,4.85,-0.82,1.23
Connecticut,CT,06052,217,104,"8,211",69,"146,866",5.59,0.84,-0.12,0.52
Connecticut,CT,06053,21,7,"3,366",349,"14,144",23.80,10.37,4.61,-0.61
Connecticut,CT,06057,2,1,38,0,"3,490",1.09,0.00,-1.01,0.00
Connecticut,CT,06058,1,0,0,0,100,0.00,0.00,0.00,0.00
Connecticut,CT,06060,1,1,96,14,244,39.34,14.58,14.09,14.58
Connecticut,CT,06062,48,18,"5,858",686,"99,001",5.92,11.71,0.15,0.17
Connecticut,CT,06063,1,0,0,0,24,0.00,0.00,0.00,0.00
Connecticut,CT,06066,91,41,"8,429",613,"192,314",4.38,7.27,-1.68,0.88
Connecticut,CT,06067,101,48,"5,692",344,"86,270",6.60,6.04,1.19,3.78
Connecticut,CT,06068,3,1,552,72,"11,053",4.99,13.04,4.99,13.04
Connecticut,CT,06069,40,22,"1,697",65,"43,069",3.94,3.83,-2.56,3.02
Connecticut,CT,06070,20,7,407,15,"14,606",2.79,3.69,-0.70,3.69
Connecticut,CT,06071,12,3,448,63,"12,201",3.67,14.06,-1.68,9.27
Connecticut,CT,06073,5,1,18,0,229,7.86,0.00,-2.04,0.00
Connecticut,CT,06074,71,28,"3,314",135,"71,600",4.63,4.07,-0.14,0.65
Connecticut,CT,06076,22,15,"1,287",26,"28,020",4.59,2.02,-0.45,-0.07
Connecticut,CT,06078,18,5,669,16,"22,974",2.91,2.39,-2.16,0.07
Connecticut,CT,06082,124,50,"8,651",563,"262,908",3.29,6.51,0.17,0.25
Connecticut,CT,06084,20,9,"1,250",0,"37,424",3.34,0.00,-0.29,-5.94
Connecticut,CT,06085,8,2,65,0,"6,289",1.03,0.00,-0.13,0.00
Connecticut,CT,06088,16,2,281,0,"7,102",3.96,0.00,-1.76,0.00
Connecticut,CT,06089,9,3,185,26,"5,113",3.62,14.05,-0.80,-1.33
Connecticut,CT,06092,2,0,0,0,40,0.00,0.00,0.00,0.00
Connecticut,CT,06095,50,23,"1,751",93,"52,560",3.33,5.31,-0.39,4.60
Connecticut,CT,06096,9,3,638,16,"17,194",3.71,2.51,0.62,-2.44
Connecticut,CT,06098,18,7,"1,645",99,"47,469",3.47,6.02,-0.89,0.05
Connecticut,CT,06103,14,5,974,111,"3,104",31.38,11.40,16.64,3.71
Connecticut,CT,06105,555,191,"12,087",358,"317,480",3.81,2.96,-0.75,0.52
Connecticut,CT,06106,510,177,"14,359",417,"432,247",3.32,2.90,-0.87,1.58
Connecticut,CT,06107,113,38,"7,985","1,143","139,370",5.73,14.31,-0.26,1.23
Connecticut,CT,06108,83,34,"5,081",622,"107,695",4.72,12.24,-0.31,1.27
Connecticut,CT,06109,85,34,"3,940",84,"159,923",2.46,2.13,-0.41,0.70
Connecticut,CT,06110,40,21,"1,209",51,"66,497",1.82,4.22,-0.44,3.42
Connecticut,CT,06111,103,18,"2,200",81,"94,785",2.32,3.68,-0.95,1.81
Connecticut,CT,06112,88,24,"3,105",269,"115,639",2.69,8.66,-0.36,0.07
Connecticut,CT,06114,9,4,620,15,"37,898",1.64,2.42,-1.51,0.17
Connecticut,CT,06117,64,20,"1,470",29,"49,907",2.95,1.97,-0.30,0.12
Connecticut,CT,06118,20,11,946,0,"26,304",3.60,0.00,-0.39,-0.92
Connecticut,CT,06119,62,15,"1,251",44,"40,439",3.09,3.52,-0.03,1.81
Connecticut,CT,06120,34,18,"1,161",99,"29,401",3.95,8.53,0.46,6.23
Connecticut,CT,06160,1,0,0,0,74,0.00,0.00,0.00,0.00
Connecticut,CT,06226,108,52,"6,316",320,"134,559",4.69,5.07,-0.57,0.14
Connecticut,CT,06231,2,2,194,47,"3,235",6.00,24.23,1.31,24.23
Connecticut,CT,06234,4,2,194,0,"6,908",2.81,0.00,-0.85,0.00
Connecticut,CT,06237,2,1,11,0,132,8.33,0.00,8.33,0.00
Connecticut,CT,06238,8,4,"1,045",87,"24,276",4.30,8.33,0.12,-1.34
Connecticut,CT,06239,23,10,"2,383",145,"70,590",3.38,6.08,-0.90,1.15
Connecticut,CT,06241,13,5,"1,343",143,"44,876",2.99,10.65,-0.51,-0.05
Connecticut,CT,06247,1,0,0,0,75,0.00,0.00,0.00,0.00
Connecticut,CT,06248,8,2,314,37,"8,737",3.59,11.78,-1.83,-9.24
Connecticut,CT,06249,1,0,0,0,50,0.00,0.00,,
Connecticut,CT,06250,31,7,"1,150",120,"21,569",5.33,10.43,-0.85,-0.73
Connecticut,CT,06254,13,13,"1,640",13,"4,675",35.08,0.79,-5.91,0.21
Connecticut,CT,06255,3,2,111,0,"7,503",1.48,0.00,-1.42,0.00
Connecticut,CT,06256,1,0,0,0,34,0.00,0.00,0.00,0.00
Connecticut,CT,06259,1,1,17,0,126,13.49,0.00,1.12,-11.08
Connecticut,CT,06260,85,39,"5,576",717,"120,702",4.62,12.86,0.30,2.49
Connecticut,CT,06262,1,1,868,95,"4,888",17.76,10.94,-2.62,4.80
Connecticut,CT,06268,26,12,"1,491",147,"45,156",3.30,9.86,-0.61,2.11
Connecticut,CT,06269,3,2,86,0,"8,773",0.98,0.00,0.98,0.00
Connecticut,CT,06279,1,0,0,0,41,0.00,0.00,0.00,0.00
Connecticut,CT,06280,2,1,359,51,"15,525",2.31,14.21,2.31,14.21
Connecticut,CT,06281,4,0,0,0,972,0.00,0.00,-1.21,0.00
Connecticut,CT,06320,250,122,"12,495",877,"290,355",4.30,7.02,-2.10,1.26
Connecticut,CT,06332,2,0,0,0,301,0.00,0.00,0.00,0.00
Connecticut,CT,06333,23,10,"1,400",107,"15,403",9.09,7.64,0.20,1.24
Connecticut,CT,06334,1,0,0,0,169,0.00,0.00,0.00,0.00
Connecticut,CT,06335,10,3,462,0,"21,403",2.16,0.00,-0.16,-7.07
Connecticut,CT,06339,7,3,547,33,"8,107",6.75,6.03,0.06,1.27
Connecticut,CT,06340,55,22,"2,478",27,"45,142",5.49,1.09,0.09,-2.08
Connecticut,CT,06351,10,4,859,51,"15,946",5.39,5.94,-0.13,0.19
Connecticut,CT,06354,1,1,378,15,"10,672",3.54,3.97,-0.41,-6.09
Connecticut,CT,06355,39,20,"2,703",187,"68,964",3.92,6.92,0.23,2.67
Connecticut,CT,06357,22,10,"1,843",91,"52,650",3.50,4.94,0.15,1.79
Connecticut,CT,06359,12,6,339,43,"4,662",7.27,12.68,6.52,12.68
Connecticut,CT,06360,259,118,"15,468",749,"391,472",3.95,4.84,-0.81,0.79
Connecticut,CT,06365,1,1,78,0,"4,018",1.94,0.00,-4.54,0.00
Connecticut,CT,06370,1,0,0,0,105,0.00,0.00,0.00,0.00
Connecticut,CT,06371,14,7,"1,465",147,"30,532",4.80,10.03,-0.98,0.66
Connecticut,CT,06374,17,10,"2,615",478,"28,381",9.21,18.28,3.52,13.83
Connecticut,CT,06375,1,0,0,0,18,0.00,0.00,0.00,0.00
Connecticut,CT,06378,2,1,342,37,"13,299",2.57,10.82,0.37,10.82
Connecticut,CT,06379,13,6,"1,379",86,"37,195",3.71,6.24,-1.54,1.34
Connecticut,CT,06382,27,9,639,107,"23,003",2.78,16.74,-0.76,14.95
Connecticut,CT,06385,68,23,"3,347",176,"59,606",5.62,5.26,-0.56,3.36
Connecticut,CT,06401,29,11,"1,816",89,"62,482",2.91,4.90,0.05,-0.04
Connecticut,CT,06403,2,2,153,0,"11,090",1.38,0.00,-1.38,-5.11
Connecticut,CT,06405,114,33,"3,703",257,"176,335",2.10,6.94,-0.28,3.78
Connecticut,CT,06409,5,1,22,0,"1,369",1.61,0.00,-3.23,-25.76
Connecticut,CT,06410,75,25,"1,218",24,"71,614",1.70,1.97,-0.63,0.54
Connecticut,CT,06412,6,3,178,0,"4,083",4.36,0.00,0.42,-10.19
Connecticut,CT,06413,18,7,867,14,"24,604",3.52,1.61,0.17,0.13
Connecticut,CT,06415,18,11,"3,904",385,"59,354",6.58,9.86,0.53,3.29
Connecticut,CT,06416,35,14,"1,304",65,"44,644",2.92,4.98,-0.67,3.00
Connecticut,CT,06417,2,0,0,0,82,0.00,0.00,0.00,0.00
Connecticut,CT,06418,116,36,"15,086","2,904","93,566",16.12,19.25,-2.18,-0.39
Connecticut,CT,06419,1,0,0,0,68,0.00,0.00,0.00,0.00
Connecticut,CT,06420,1,0,0,0,14,0.00,0.00,,
Connecticut,CT,06422,11,4,141,0,"6,303",2.24,0.00,-0.58,0.00
Connecticut,CT,06424,8,3,424,37,"1,310",32.37,8.73,25.47,-7.77
Connecticut,CT,06426,32,17,"3,142",207,"73,432",4.28,6.59,0.19,0.49
Connecticut,CT,06437,89,36,"3,340",119,"95,218",3.51,3.56,-0.71,0.53
Connecticut,CT,06438,1,0,0,0,20,0.00,0.00,0.00,0.00
Connecticut,CT,06441,9,4,470,35,"16,229",2.90,7.45,-1.30,7.45
Connecticut,CT,06442,1,1,126,14,"5,128",2.46,11.11,-0.32,2.96
Connecticut,CT,06443,50,21,"2,451",66,"73,821",3.32,2.69,0.30,0.03
Connecticut,CT,06447,17,11,"1,790",113,"30,919",5.79,6.31,-0.12,5.24
Connecticut,CT,06450,116,50,"5,205",221,"166,463",3.13,4.25,-0.86,-0.55
Connecticut,CT,06451,96,57,"4,927",310,"73,807",6.68,6.29,-1.46,1.27
Connecticut,CT,06455,2,0,0,0,299,0.00,0.00,0.00,0.00
Connecticut,CT,06457,377,174,"15,488",710,"359,698",4.31,4.58,-0.90,0.42
Connecticut,CT,06460,168,58,"4,954",259,"162,638",3.05,5.23,-0.54,1.45
Connecticut,CT,06461,4,2,316,58,"4,228",7.47,18.35,7.47,18.35
Connecticut,CT,06467,1,1,24,0,"1,890",1.27,0.00,-1.06,0.00
Connecticut,CT,06468,47,31,"3,676",93,"29,496",12.46,2.53,-0.66,0.18
Connecticut,CT,06469,4,3,474,68,"7,036",6.74,14.35,2.07,14.35
Connecticut,CT,06470,45,12,725,38,"43,400",1.67,5.24,-0.26,3.34
Connecticut,CT,06471,6,1,13,0,656,1.98,0.00,1.98,0.00
Connecticut,CT,06472,2,2,71,0,196,36.22,0.00,15.33,0.00
Connecticut,CT,06473,105,37,"4,879",189,"172,904",2.82,3.87,-0.03,3.06
Connecticut,CT,06475,69,22,"1,732",46,"38,981",4.44,2.66,-2.21,-7.43
Connecticut,CT,06477,45,18,"1,327",37,"37,271",3.56,2.79,-1.66,-2.00
Connecticut,CT,06478,9,5,"1,149",69,"15,141",7.59,6.01,-6.62,0.42
Connecticut,CT,06479,20,6,"1,129",58,"29,184",3.87,5.14,0.14,3.47
Connecticut,CT,06480,17,11,"1,205",63,"36,363",3.31,5.23,0.12,2.51
Connecticut,CT,06481,1,0,0,0,19,0.00,0.00,0.00,0.00
Connecticut,CT,06482,5,2,285,30,"3,029",9.41,10.53,3.94,10.53
Connecticut,CT,06483,8,5,899,38,"19,261",4.67,4.23,0.39,0.54
Connecticut,CT,06484,100,47,"5,810",131,"124,802",4.66,2.25,-0.17,-1.88
Connecticut,CT,06488,71,36,"3,261",126,"129,475",2.52,3.86,-2.19,-10.79
Connecticut,CT,06489,86,39,"6,664",425,"165,089",4.04,6.38,-1.29,1.21
Connecticut,CT,06492,149,63,"13,737","1,018","216,119",6.36,7.41,-0.08,-3.08
Connecticut,CT,06498,15,9,"1,034",15,"30,790",3.36,1.45,-0.76,1.45
Connecticut,CT,06510,"1,209",347,"13,939",726,"328,270",4.25,5.21,-0.31,1.12
Connecticut,CT,06511,556,210,"20,578","3,151","350,463",5.87,15.31,-1.91,0.96
Connecticut,CT,06512,27,12,718,0,"33,639",2.13,0.00,-0.02,0.00
Connecticut,CT,06513,42,13,"2,801",273,"27,325",10.25,9.75,4.26,8.66
Connecticut,CT,06514,37,13,"1,002",0,"40,858",2.45,0.00,-1.38,-1.82
Connecticut,CT,06515,22,7,"1,223",42,"48,739",2.51,3.43,-0.62,0.46
Connecticut,CT,06516,212,69,"8,412",352,"227,375",3.70,4.18,0.01,-0.51
Connecticut,CT,06517,31,12,"1,712",77,"57,023",3.00,4.50,-0.01,0.43
Connecticut,CT,06518,225,102,"14,157",512,"236,922",5.98,3.62,-0.07,-0.85
Connecticut,CT,06519,601,127,"8,812",404,"319,401",2.76,4.58,-0.66,1.96
Connecticut,CT,06524,1,0,0,0,54,0.00,0.00,0.00,0.00
Connecticut,CT,06525,29,7,988,91,"26,625",3.71,9.21,-1.46,-5.50
Connecticut,CT,06604,21,4,239,40,"11,493",2.08,16.74,0.00,16.74
Connecticut,CT,06605,46,17,"1,582",75,"67,270",2.35,4.74,-2.32,-2.26
Connecticut,CT,06606,324,119,"9,277",233,"296,743",3.13,2.51,-0.19,0.63
Connecticut,CT,06607,1,0,0,0,143,0.00,0.00,-4.03,0.00
Connecticut,CT,06608,27,9,423,0,"37,524",1.13,0.00,-2.00,-1.13
Connecticut,CT,06610,248,72,"2,266",14,"102,305",2.21,0.62,-1.21,-0.44
Connecticut,CT,06611,223,100,"18,150","1,181","445,978",4.07,6.51,-1.18,-1.76
Connecticut,CT,06612,6,3,77,0,908,8.48,0.00,8.48,0.00
Connecticut,CT,06614,85,24,"2,288",142,"100,701",2.27,6.21,0.19,2.88
Connecticut,CT,06615,36,13,815,0,"34,812",2.34,0.00,-0.94,-4.20
Connecticut,CT,06702,51,17,"1,024",0,"64,844",1.58,0.00,-0.79,0.00
Connecticut,CT,06704,7,3,309,34,"3,227",9.58,11.00,2.41,11.00
Connecticut,CT,06705,33,20,"3,379",89,"79,888",4.23,2.63,-0.52,-0.62
Connecticut,CT,06706,192,90,"4,458",111,"114,626",3.89,2.49,-1.31,1.51
Connecticut,CT,06708,385,152,"18,381","1,604","384,395",4.78,8.73,-0.78,4.18
Connecticut,CT,06710,2,0,0,0,250,0.00,0.00,0.00,0.00
Connecticut,CT,06712,23,13,"1,913",53,"37,776",5.06,2.77,-0.27,0.36
Connecticut,CT,06716,23,10,"2,938",139,"142,564",2.06,4.73,-0.82,-0.47
Connecticut,CT,06750,4,2,214,0,558,38.35,0.00,-12.59,0.00
Connecticut,CT,06751,4,1,"2,557",399,"3,973",64.36,15.60,64.36,15.60
Connecticut,CT,06752,2,1,14,0,78,17.95,0.00,17.95,0.00
Connecticut,CT,06757,8,5,796,0,"22,130",3.60,0.00,0.10,0.00
Connecticut,CT,06759,14,4,865,16,"34,611",2.50,1.85,0.05,1.85
Connecticut,CT,06762,87,49,"15,873","1,987","171,711",9.24,12.52,4.10,10.67
Connecticut,CT,06770,25,17,"2,241",37,"61,492",3.64,1.65,-0.96,-1.45
Connecticut,CT,06776,84,41,"5,231",192,"107,501",4.87,3.67,1.41,0.22
Connecticut,CT,06777,2,1,107,0,"7,544",1.42,0.00,-0.64,0.00
Connecticut,CT,06779,2,1,58,0,"5,247",1.11,0.00,-0.33,0.00
Connecticut,CT,06782,1,1,15,0,282,5.32,0.00,-2.14,-88.24
Connecticut,CT,06783,2,0,0,0,923,0.00,0.00,0.00,0.00
Connecticut,CT,06784,1,0,0,0,29,0.00,0.00,-52.17,0.00
Connecticut,CT,06786,8,3,420,0,"9,456",4.44,0.00,-2.66,-5.12
Connecticut,CT,06787,8,3,418,0,"20,126",2.08,0.00,-1.33,0.00
Connecticut,CT,06790,175,85,"12,050",422,"251,422",4.79,3.50,-0.67,1.16
Connecticut,CT,06791,1,0,0,0,23,0.00,0.00,0.00,0.00
Connecticut,CT,06793,1,0,0,0,42,0.00,0.00,0.00,0.00
Connecticut,CT,06794,1,0,0,0,210,0.00,0.00,0.00,0.00
